"","DISC_RATE","CHG","PRE_5","POST_5","PRE_10","POST_10","PRE_20","POST_20","PRE_50","POST_50","DATE_STAMP"
"2000-02-02",5.25,NA,0.00101053332382262,0.0643950640743953,-0.0116386216772997,0.0779047257093315,-0.0309423104589268,0.0789142388864472,0.1662557482409,-0.0852385420254398,1
"2000-03-21",5.5,0.25,-0.0287985803433971,0.00807110315160275,-0.0591500068309122,-0.0822236070691728,-0.0929988805233006,-0.0924002153907587,-0.0364702658901581,-0.101923391073384,2
"2000-05-16",6,0.5,-0.0520148012356993,-0.0630479000744859,-0.0197215532917229,0.029128230103707,-0.138431919436251,0.0967240589010483,-0.204625594576889,0.0335257548845465,3
"2000-06-28",6,0,-0.0030378173377561,0.0385114503816792,0.0245380780134907,0.0434923664122138,0.0658060666874578,-0.10264631043257,0.0204876528783979,-0.0116793893129767,4
"2000-08-22",6,0,0.0481058967832504,-0.00977487350163708,0.053904339580942,0.0403238899261307,0.0491919629232702,-0.0266661254971994,-0.0396413954394859,-0.112184430554428,5
"2000-10-03",6,0,-0.00815937497743524,-0.0335830403098403,-0.0534008683068015,-0.0966868325070434,-0.101322882864022,-0.0851697352232441,-0.0984444736151218,0.0401715188445044,6
"2000-11-15",6,0,-0.015559042588459,-0.0197861242694325,0.0385646669309148,0.0142109871360259,0.0978573423815703,0.0860666472098124,-0.126042341122687,0.0987884366417466,7
"2000-12-19",6,0,-0.017098383947256,-0.0627260816314903,0.0201582147449169,-0.0146401207667547,0.0611917967628344,-0.00957019567632234,0.0579142435290925,0.0363297160272296,8
"2001-01-03",5.75,-0.25,0.0513040637559163,-0.00306402659343863,-0.0146401207667547,0.00514525220407558,0.00522297527985449,0.052579852579852,0.120667314544866,-0.0756684491978613,9
"2001-01-31",5,-0.75,0.0121735418258935,-0.00065305678192662,0.0608199288461675,0.0157822055632277,0.0785976858000272,-0.0147958177155255,0.108471074380165,-0.237426956279209,10
"2001-03-20",4.5,-0.5,0.0411180526171688,0.00580936670730869,-0.07904856962527,-0.0185278156303044,-0.154428759138843,-0.0213010112601304,-0.117767403928627,-0.0156589925649667,11
"2001-04-18",4,-0.5,0.00032102457527583,0.0472345852088947,-0.0291718251658237,0.0173044278728813,-0.0689286416355418,0.0655440042564333,-0.198683070759569,-0.00445067520205378,12
"2001-05-15",3.5,-0.5,-0.00298347737259419,0.0199710517328302,0.0182658232040538,0.0478459561872855,0.0970481449433089,-0.013864268405731,-0.15085689033737,-0.0576200621249328,13
"2001-06-27",3.25,-0.25,-0.00136974718863625,-0.0243251938903377,-0.0285733085489628,-0.00880550005080083,-0.0677843025825599,-0.026399566498459,0.0314838912517577,-0.0488620584549733,14
"2001-08-21",3,-0.25,0.00651525299884326,-0.000674099040705256,-0.00485917007095238,-0.0211390545328837,0.000207458119392268,-0.144430040618788,-0.0492037667011783,-0.0637110016420359,15
"2001-09-17",2.5,-0.5,-0.155945140981969,-0.00358146512561563,-0.166469997710421,0.0434846916136664,-0.181413288823931,0.113698311745938,-0.18002338978646,0.224544129144041,16
"2001-10-02",2,-0.5,0.0472353284207179,0.0029462387364585,0.0434846916136664,0.0672876379467449,-0.13022420261012,0.0686139516047386,-0.158057146753955,0.196274172319531,17
"2001-11-06",1.5,-0.5,0.0402902735417003,0.00362115711594146,0.0265203690774949,0.0545011718211481,0.111457290538746,0.108506042920822,-0.0603166103861336,0.0894995634391806,18
"2001-12-11",1.25,-0.25,0.0301570215456113,-0.0445415643866515,0.027392241562934,-0.0812462681616135,0.105889689832902,-0.0107559875273666,0.271714828095339,0.0373681417103431,19
"2002-01-30",1.25,0,-0.0201468761355856,0.0442788515442398,-0.0209577046162678,0.0649175916582574,0.00637080884969587,0.115897780882644,0.0307316205884971,0.0775440502988436,20
"2002-03-19",1.25,0,0.00147800174164514,-0.0250011966111969,-0.0223598318528166,-0.00526508926719516,-0.00571093167504777,-0.0185315187389312,0.0398420585478345,-0.104248767490467,21
"2002-05-07",1.25,0,0.0341793454582731,0.00395671567817635,0.00612517972457471,-0.0551544688584172,-0.0214368856699431,-0.0574178093507351,-0.0322168039011911,-0.0615149512638362,22
"2002-06-26",1.25,0,-0.0172700414308725,0.0255933807804225,-0.0440953458171004,0.0280124811555584,0.00380964111948878,-0.0341829400834414,-0.0641599816263928,-0.0244013603057183,23
"2002-08-13",1.25,0,0.0114374324514825,0.0131664529557154,0.0195725491682142,0.0103696270279312,-0.0527316416255184,0.0280797606437349,-0.0568491530028309,-0.0509282488710485,24
"2002-09-24",1.25,0,-0.0288537657303525,-0.011384079154486,-0.0314887747509029,-0.0118525597781275,-0.0313920879958612,-0.0178865902106288,-0.0801847766133478,0.0990086950003743,25
"2002-11-06",0.75,-0.5,0.0274314695361235,0.0003659978603201,0.00208772193800777,0.0483211021227872,0.0104402742349963,0.086976106908913,-0.0201202802861713,0.129779087445335,26
"2002-12-10",0.75,0,0.00879070085938305,0.0089771329175683,0.0271393834810574,0.0200924865300582,0.115575748970609,0.0241822578592339,0.099865613976146,0.00224852573077117,27
"2003-01-09",2.25,1.5,0.00392192479812414,-0.00816685719925325,0.00232468035645117,-0.0240646769033382,0.0258510862687198,-0.0303728133301531,0.190403461881125,-0.07545090427588,28
"2003-01-29",2.25,0,-0.0421538641042094,0.010180021056112,-0.0440261511844555,0.00735223742941393,-0.0571775457133245,0.0155484595104889,0.0411454039804693,-0.0818578103383769,29
"2003-03-18",2.25,0,-0.0236650700727338,0.0212860673014026,-0.066173476313289,-0.0146086198124865,-0.0414852485283357,-0.0399465804200888,-0.0911703023597599,0.0153717566683622,30
"2003-05-06",2.25,0,0.0242860877901403,-0.00794123486202125,0.00515037772604177,0.0209875492781983,-0.0546931553124752,0.0650803104644675,-0.103371986573085,0.234852567193246,31
"2003-06-25",2,-0.25,0.0228031558380533,0.0258171119977433,0.064670597018768,0.0338209809374119,0.123766994864177,0.0176359166565916,0.175715246912995,0.254511747874099,32
"2003-08-12",2,0,0.0436970140996695,0.044639595435759,0.053343594618861,0.0876818497639804,0.0688108161906003,0.146303552114149,0.239177710121515,0.198027319547014,33
"2003-09-16",2,0,-0.0342917237882401,-0.0217931016600874,-0.0179391038087173,0.0437677044642795,0.0658721110995959,0.133040338629277,0.203280632102771,0.138790035587188,34
"2003-10-28",2,0,-0.00826159359314593,0.0926432457769415,-0.0357794648527114,0.0808596229952709,0.0466895622310135,0.0423700152486959,0.164466093204823,0.294988103643667,35
"2003-12-09",2,0,0.0104601069326027,0.0361317524162126,0.0854451275045538,0.0625199930778066,0.0467922291084555,0.144553230094761,0.18426168015352,0.107461809943836,36
"2004-01-28",2,0,-0.0156567295655801,-0.0313358108076283,-0.0508775380653926,0.0122178104967667,-0.00439390386869853,-0.0518526891900163,0.194111361079865,-0.0128065638938738,37
"2004-03-16",2,0,-0.0624524062461809,-0.0302679341395423,-0.0556786546218965,0.000456250125343338,-0.085611068831776,0.064416501213324,-0.0840111139176556,-0.0895954916471133,38
"2004-05-04",2,0,-0.0132082482783915,-0.0513981670758306,-0.0274617609009968,-0.159862481783237,-0.0258819045804256,-0.155925704952025,-0.0346790792529794,-0.135430013399712,39
"2004-06-30",2.25,0.25,0.0423910814039068,0.0413095437893896,0.00866859691316257,0.0121243337403714,-0.0166795656825474,0.061501333966075,-0.178287458865154,0.10875440556041,40
"2004-08-10",2.5,0.25,0.0132577372325005,-0.0280459842652195,0.0328846592575693,-0.0347143337961212,0.0755872820141525,0.00382851613446067,0.101704538870671,0.101087551011822,41
"2004-09-21",2.75,0.25,0.0384047494539974,-0.0282505122318498,0.0611116932103941,0.035878446764916,0.103480776459948,0.0337159643536002,0.145687797317706,0.141627786417833,42
"2004-11-10",3,0.25,0.021063166005751,0.00850362830677476,0.0522291945073887,0.0132984230555082,0.0384721983294152,0.0497517474311955,0.154668480253335,0.021300484541158,43
"2004-12-14",3.25,0.25,0.00741645656261092,0.0188647602666092,0.0249053543647173,0.0355794452805844,0.071886206292578,-0.024063642227478,0.15088438202136,0.0285788002580085,44
"2005-02-02",3.5,0.25,0.063124151287816,0.0087736564160763,0.0625470014728979,0.00818735002073012,-0.0289387106088274,0.0202987649874571,0.100965949696844,-0.046280514106951,45
"2005-03-22",3.75,0.25,-0.0314587242972737,-0.0329347056127338,-0.0493224159308511,0.00373765573565543,0.00180750301598342,-0.0548356181507563,0.0241496003516388,0.00312929705404374,46
"2005-05-03",4,0.25,-0.0184571491276199,0.0384223235846524,0.00606011526366235,0.0377381271800377,-0.0690258118234803,0.0883328861461405,-0.0651181457883913,0.162002504248279,47
"2005-06-30",4.25,0.25,0.0184501122283898,-0.0183312627647666,0.048282785926828,-0.0155619574373154,0.0647072795177566,0.0428126911109148,0.135246420602658,0.132842038054871,48
"2005-08-09",4.5,0.25,-0.013954314205789,0.0372922339694475,0.0126977510987725,0.00267160564601787,0.04723548857597,0.0624832335615404,0.118123210052061,0.0587238765108167,49
"2005-09-20",4.75,0.25,0.0315688331618744,-0.00112892449371171,0.064609832159501,0.0332028871503378,0.0922185954216035,-0.0639109499093241,0.190426561453138,0.0472008926073546,50
"2005-11-01",5,0.25,-0.0127539566730273,0.0477452638460554,-0.0327544908121781,0.0977502380512485,-0.0920668920488272,0.130878444637096,0.00515699551441373,0.197333826016515,51
"2005-12-13",5.25,0.25,0.0563420203635117,0.00494145029606496,0.0423398311183463,0.0000874326165869466,0.0890417480669154,0.0232208969983481,0.0777008805276669,0.088460703561221,52
"2006-01-31",5.5,0.25,0.0407514688119333,0.00664522017397595,0.0595669109197545,0.00749030964078079,0.0586126791854162,0.0413530445756525,0.156725123332486,0.173446162167035,53
"2006-03-28",5.75,0.25,0.0194717583109112,0.0476467480211753,0.0384607267969441,0.00624638019854307,0.0842309652009861,0.0555950699574261,0.168119640366755,-0.135700641149395,54
"2006-05-10",6,0.25,0.0330873214439202,-0.0316408445953541,0.0561953596849776,-0.169987182658362,0.0797365181647565,-0.236461963976524,0.226948671824131,-0.198086393379955,55
"2006-06-29",6.25,0.25,-0.0139297181147178,0.0536593711086928,0.0389303123807192,0.0586879213829774,-0.0283353589744988,0.0544867120629113,-0.157198572340274,0.163516227100885,56
"2006-08-08",6.25,0,0.0208987613771481,0.0455536608231726,0.0571980729677122,0.039440319847075,0.0317194740812585,0.0851271632374333,0.0513465355776961,0.148080734749943,57
"2006-09-20",6.25,0,0.0139978878424991,0.0219359955282388,0.00745070764876776,0.0178249372352952,0.0517315016732161,0.0501902648419712,0.127888242267486,0.141987974975335,58
"2006-10-25",6.25,0,-0.0152174745343209,0.0300087817193875,0.0244784735628738,0.0329748989187508,0.0383203445934071,0.0815762271538083,0.119823398201715,0.0929055599260868,59
"2006-12-12",6.25,0,-0.0744194859493947,0.0322053077118623,-0.0521816817201005,0.0725811712779767,-0.0384513053240439,0.0639741925614647,0.0364329897387943,0.0535922775649407,60
"2007-01-31",6.25,0,-0.00481404971268051,0.0350431380233049,0.0012261438389336,-0.00658653424201772,0.0296188885036093,-0.0643753610143303,0.0567525187273383,-0.0126260616117515,61
"2007-03-21",6.25,0,0.0350721415576913,0.00948480798832119,0.0394878001815531,-0.00267056556006884,-0.0795976276594449,0.0857513970299608,-0.0511302644712145,0.140913681852062,62
"2007-05-09",6.25,0,-0.0021035736433167,0.0224833877597441,-0.00141956731588244,0.0410208607496223,0.0628734242790532,0.0296319312440092,0.0133540775314402,0.106243196698673,63
"2007-06-28",6.25,0,0.00367568698725429,0.0168767411016795,0.0272748186372307,0.0385624460656655,-0.00116468535176784,0.0797118096646472,0.0784065121895361,0.0554488398447079,64
"2007-08-07",6.25,0,-0.0376583230748188,0.00350783435289848,-0.0567040164749124,-0.0460737270597866,-0.0102004449329786,0.0283526254747228,0.0181154456893577,0.230819669645767,65
"2007-08-17",5.75,-0.5,-0.0668042450619855,0.0200934776539401,-0.0561219846969342,0.0868815943021615,-0.0985379190468865,0.101302942718324,-0.0136656028179114,0.440060015305108,66
"2007-09-18",5.25,-0.5,0.0109906822908552,0.0863932373086258,0.0159911904818899,0.146204776585776,0.117205391909705,0.22287229511376,0.0319247228165722,0.236293642033375,67
"2007-10-31",5,-0.25,0.0736843683019319,-0.0198483938966677,0.0617030705544248,0.00651794563957964,0.13271842618347,-0.0477796546284533,0.450498227198081,0.0520612008431867,68
"2007-12-11",4.75,-0.25,0.0407850270747465,-0.0582162871077845,0.0700759656131305,-0.00158162665777051,0.0705958736530377,0.0108107085984572,0.203497142336976,-0.146610443058064,69
"2008-01-22",4,-0.75,-0.193429025730763,0.0780021560916304,-0.220815686212938,0.120373386709475,-0.180644948253896,0.0791641618613583,-0.133976392094245,-0.0501778271835468,70
"2008-01-30",3.5,-0.5,-0.00687833364423629,0.0308158830973471,-0.129302793593418,-0.0451103523475244,-0.163613391452072,0.0205948600399544,-0.124227862606594,-0.0544845315696062,71
"2008-03-16",3.25,-0.25,-0.00540386950120131,0.0279366365570841,-0.102038753892725,-0.00112889290580853,-0.0876928884978508,0.0300628336250792,-0.230951448864317,0.000541937852021723,72
"2008-03-18",2.5,-0.75,-0.0682438011993158,0.0655739190479898,-0.0846261171360837,0.0526352991070373,-0.140817918656599,0.111285905621838,-0.27706996354946,0.0132938474950115,73
"2008-04-30",2.25,-0.25,0.0285720360396902,-0.0158083786632998,0.0587891654194452,-0.00930980256222258,0.0913067771669722,-0.0558524551324755,0.0483950016336707,-0.214015744776254,74
"2008-08-05",2.25,0,0.0753726154951802,0.0110687168460606,0.0626697055253322,-0.0188703915910441,0.131308835554241,-0.0110033396833932,-0.0698148586100876,-0.304599464996885,75
"2008-09-16",2.25,0,-0.0880825231639966,0.012927444542324,-0.0619301161600512,-0.0375590614238807,-0.0705827186590551,-0.197391286938416,0.0191701439546201,-0.347285176583646,76
"2008-10-08",1.75,-0.5,-0.103944083874189,-0.0693322375752173,-0.148605458782417,-0.162035231409256,-0.213561550047925,-0.153380599509694,-0.182584141731566,-0.167987612361637,77
"2008-10-29",1.25,-0.5,-0.119936687815065,0.0725238718492032,-0.191654836573679,0.0420096182620029,-0.299083676733863,-0.0052413784764932,-0.389559203691847,0.0164586538664993,78
"2008-12-16",0.5,-0.75,0.0925870071304118,-0.022398040271982,0.133754690894726,-0.025531139359926,0.0823434195754904,-0.0987341636447944,-0.209497981970147,-0.117243301627122,79
"2011-06-22",0.75,0.25,-0.0303517073199123,0.0614045881251351,-0.0431931083991386,0.0666805718950325,-0.00950048156383365,0.0566042832104872,-0.0918597758321122,-0.0462323833761495,80
"2015-12-16",1,0.25,0.0181803645351124,0.0148476314654231,-0.0227528084565377,0.0252223606338065,-0.0110566994989822,-0.0276207048650325,-0.0239844298482147,-0.0925165649583877,81
"2016-12-14",1.25,0.25,0.00992456597754443,-0.014805344023313,-0.00511242189605854,-0.0180348100921721,0.00874296061417357,0.0242219016517031,-0.0484850261505646,0.0934886932442178,82
"2017-03-15",1.5,0.25,0.0162970332761101,-0.00573209656440699,0.024001621291629,0.00698146231175034,0.0333140330472517,0.00793681173915162,0.112117213038284,0.0585084332187948,83
"2017-06-14",1.75,0.25,-0.00428801934417278,0.00210571663355141,0.00205473822634983,-0.010525516962249,0.012543630271433,0.0311817769274167,0.0514843201530786,0.035877670664999,84
"2017-12-13",2,0.25,0.0148228230504996,0.0246482035014068,-0.0162473676027869,0.0279555108259719,0.00741338447343254,0.0449546681953263,0.0350986641048263,0.0400073559572116,85
"2018-03-21",2.25,0.25,-0.0230405205768059,-0.00394669448173957,0.00181644545230153,0.0175115710559455,-0.017590970072203,0.0404051288350786,-0.0346668127558004,0.0491073962089035,86
"2018-06-13",2.5,0.25,0.016104214559387,-0.00638303006901897,0.023950579150579,-0.0149835631277788,0.0129297642602899,0.0112262764719444,0.0620929760671529,0.0705283931549672,87
"2018-09-26",2.75,0.25,-0.0198723017050164,-0.0411248656333437,-0.0334270099903496,-0.0741049692273369,-0.0539375554357517,-0.0917075736669488,0.00617807333639653,-0.0444157446644251,88
"2018-12-19",3,0.25,0.0213947806878589,-0.0167667888504147,0.0171038010158457,-0.026302653051279,0.0291954130498582,-0.00495496148116736,0.0644721235352343,-0.0135260438412671,89
"2019-07-31",2.75,-0.25,-0.0133300570118043,-0.0228509025105812,-0.0470594511989463,-0.00481677899382416,-0.0645749860343267,-0.00636831595496101,-0.0448007346821352,0.0454250895946631,90
"2019-09-18",2.75,0,-0.0176744577206478,0.0553057059446058,0.0039597217814451,0.0436630579880126,-0.0188277773362359,0.0768188221162234,-0.0884467800533557,0.108426316243532,91
"2019-10-30",2.75,0,0.0207107605307182,0.0103212561679946,0.0382462832251469,0.00238927994888138,0.0306604695004544,0.0259469424617347,0.0870357471050109,0.034958336517235,92
"2020-03-03",2.75,0,-0.041350743876295,-0.0746061774748755,-0.0610776304523674,-0.250328421598868,-0.0337520879415104,-0.268129942855271,-0.0773077504154702,-0.195905530455986,93
"2020-03-15",0.25,-2.5,-0.116584066023251,-0.12072156833587,-0.143606642090369,-0.12823695192285,-0.183273804206102,-0.0947630387830108,-0.188515783183556,-0.00981675533036708,94
"2020-03-19",0.25,0,-0.137554380980795,0.0470040237778078,-0.264756069552872,-0.0205577527424676,-0.309801937152998,0.113141644551378,-0.311403487980735,0.230328579837053,95
"2020-03-23",0.25,0,-0.171545414745154,0.0886380633421131,-0.306342160347347,0.150119369846719,-0.368533166363621,0.203445059526199,-0.377340841389029,0.322349004379851,96
"2020-03-31",0.25,0,0.102202919927343,0.059799300492497,-0.0395694840139282,0.0772357723577235,-0.225591633647088,0.0709031973473566,-0.294370485135374,0.150730319536481,97
"2020-04-29",0.25,0,0.0399498134237497,-0.0369968132341104,0.0704758949140001,-0.042891623942298,0.105641830667001,0.003786653940417,-0.208447729051314,0.130207671282162,98
"2020-06-10",0.25,0,0.00542585104995408,-0.0231794464729109,0.0871261527108955,0.0189896717670888,0.10111888468253,0.0591252591875271,0.298435330483513,0.131476883312495,99
"2020-07-29",0.25,0,0.00646716077776377,-0.00849964516351231,0.0554019336353306,0.0102273797268613,0.075916326480659,0.0325590124992181,0.265507964511181,0.0583467463421512,100
"2020-08-27",0.25,0,0.0220764431688776,-0.00251267651109155,0.0232359075018786,-0.00927287092095175,0.0425324112324938,-0.0649314991426689,0.14942848668109,0.0635391008910864,101
"2020-09-16",0.25,0,0.0290093546020145,-0.0407369404973223,0.00611315774802046,-0.0307655302811176,0.0177281823314366,0.00677690530052755,0.0872518635680801,0.121557427711082,102
"2020-11-05",0.25,0,0.038960497326898,0.0470695554083043,0.0206947291413804,0.0537435794806342,0.0263651606092381,0.0939110583901479,0.0519982055655623,0.178669186102999,103
"2022-03-16",0.5,0.25,0.0385458146569637,0.0145715573031866,0.0222453723863947,0.0288416482346194,-0.0211663652331636,0.0117862701728517,-0.034967506145589,-0.0186737118047023,104
"2022-05-04",1,0.5,-0.0301727273756078,-0.0306100973730328,-0.0162832570941772,-0.0252665620630663,-0.0558193652774814,-0.00527185475519221,-0.0365120276638879,-0.037002169170277,105
"2022-06-15",1.75,0.75,-0.0396498777737903,-0.017671846588981,-0.0493274707411543,0.00691405489113506,-0.0298263248602876,0.0183333289263889,-0.107125459491917,0.123578650293987,106
"2022-07-27",2.5,0.75,0.00809042142262317,0.0451170068021569,0.043576384606363,0.062479239591597,0.0554114410887439,0.0572782000471914,0.0310119213803708,0.022633354911026,107
"2022-09-21",3.25,0.75,-0.0158517943868606,-0.0485211525731786,0.0053300550629074,-0.0218166581348174,0.00801289209336642,-0.00847315654719361,0.0960022765991251,0.0569636022362392,108
"2022-11-02",4,0.75,0.0252178538365126,-0.00287942073814329,0.0352888037240455,0.0145800629212391,0.0721636409015796,0.0404994140359787,0.0195696014023437,-0.0122837534105152,109
"2022-12-14",4.5,0.5,0.00537603132615572,-0.0247160326387404,-0.0052284040077708,-0.0288205680084322,0.0136146542916329,-0.0409753292989452,0.0931595240819503,-0.0607159441868689,110
"2023-02-01",4.75,0.25,-0.0277062599053938,0.0146023067038676,-0.0240590671297377,0.0234663479478703,-0.033653760922167,-0.00862008396814262,-0.0342711961520475,0.00103750150277682,111
"2023-03-22",5,0.25,0.0106045762217835,-0.00415085194213161,-0.0339228300797363,0.0275273348542175,-0.0378310646951175,0.036154312988337,-0.0515516285650561,0.0960720730825535,112
"2023-05-03",5.25,0.25,0.0182884231826299,0.0124518112588337,0.0246264601112027,0.00712551738591283,0.0595017765536747,0.027271201717292,0.0100165158814367,0.077989638234202,113
"2023-06-14",5.25,0,0.00169104062773551,0.00594787238234495,0.01296057572335,0.0120956855121765,0.0332229796108241,0.0359455519021372,0.102501897632052,0.0311294609042874,114
"2023-07-26",5.5,0.25,-0.00249038744913654,-0.0120766570027609,0.0208269250848712,-0.00585121271074296,0.0518237443868366,-0.0172989671484797,0.0846948256856255,-0.0109304648004617,115
"2023-09-20",5.5,0,-0.00459214064743463,-0.00929173393291494,0.0166781706145753,-0.0178709851341161,0.0260316922532975,-0.0137978446712286,0.0314093156391917,0.0412835787459556,116
"2023-11-01",5.5,0,-0.00687411277932515,0.0243711593961753,-0.0404503506321011,0.0365936748733424,-0.0265577176559952,0.0609304086890166,-0.0151880665242046,0.153746794117817,117
"2023-12-13",5.5,0,-0.000541153681144824,0.0106926777871905,0.0412886115666493,0.0407310993644103,0.0764896668936275,0.0344454398969793,0.0674533294316086,0.0633391813911446,118
"2024-01-31",5.5,0,0.0229408806884603,0.00953769287583217,-0.0134824762710765,0.00605674650175536,0.00320470538571405,0.0117130495413378,0.101535340631933,0.0265363456450136,119
"2024-03-20",5.5,0,-0.00719685061740671,0.0223352577998126,-0.0231205828489578,0.0308878891741218,-0.0097786497837008,0.0242171104261788,0.0154568204926062,0.0401948168490818,120
"2024-05-01",5.5,0,0.0105892510658949,-0.0131853165650982,0.0149223095023507,-0.016212686404573,0.0124494823567423,0.00699654800502825,0.0355823787603045,0.0818549837557594,121
"2024-06-12",5.5,0,0.0312929482617352,0.0111711708577042,0.0292053860980988,0.0318297326481072,0.0534861109371652,0.043852217068721,0.049308992574062,0.0765318134950594,122
"2024-07-31",5.5,0,0.0220993375065957,-0.0253988963048184,0.0140946320548958,-0.0308876098906157,0.0350832629218494,0.0102168645229852,0.113540218920989,0.0192792214609077,123
"2024-09-18",5,-0.5,0.018423909693619,NA,0.00709715277137302,NA,0.024609985152523,NA,0.0463075139551066,NA,124
